id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,url,rss_url,domain,seniority,state,district,missed_votes_pct,votes_with_party_pct
A000014,2,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000014.json,Neil,,Abercrombie,D,neilabercrombie,,,,,,20,HI,1,6.24,95.11
A000022,4,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000022.json,Gary,L.,Ackerman,D,repgaryackerman,,,,,,26,NY,5,5.07,97.98
A000055,1460,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000055.json,Robert,B.,Aderholt,R,Robert_Aderholt,RobertAderholt,19787529402,http://aderholt.house.gov,http://aderholt.house.gov/common/rss//index.cfm?rss=20,aderholt.house.gov,12,AL,4,2.72,91.67
A000210,21,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000210.json,Robert,E.,Andrews,D,RepAndrews,,,http://andrews.house.gov/,http://andrews.house.gov/rss.xml,andrews.house.gov,20,NJ,1,12.00,97.33
A000357,1461,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000357.json,Thomas,H.,Allen,D,,,,,,,12,ME,1,2.88,97.36
A000358,1655,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000358.json,Todd,,Akin,R,reptoddakin,,,,,,8,MO,2,1.92,91.08
A000361,1727,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000361.json,Rodney,,Alexander,R,USRepAlexander,RepRodneyAlexander,20002702544,http://alexander.house.gov/,http://alexander.house.gov/common/rss/?rss=24,alexander.house.gov,6,LA,5,5.49,91.20
A000362,1873,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000362.json,Jason,,Altmire,D,RepJasonAltmire,,,,,,2,PA,4,0.00,86.93
A000363,1867,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/A000363.json,Michael,,Arcuri,D,,,,,,,2,NY,24,0.85,96.66
B000013,38,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000013.json,Spencer,,Bachus,R,BachusAL06,SpencerBachus,6769692966,http://bachus.house.gov,http://bachus.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,bachus.house.gov,16,AL,6,7.31,92.17
B000072,47,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000072.json,Richard,Hugh,Baker,R,,,,,,,22,LA,6,4.86,90.13
B000208,60,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000208.json,Roscoe,G.,Bartlett,R,,,,,,,16,MD,6,1.01,89.76
B000213,62,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000213.json,Joe,L.,Barton,R,RepJoeBarton,RepJoeBarton,15617630596,http://joebarton.house.gov,http://joebarton.house.gov/index.php?option=com_content&view=category&layout=blog&id=27&format=feed&type=rss,joebarton.house.gov,24,TX,6,3.20,90.63
B000287,70,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000287.json,Xavier,,Becerra,D,repbecerra,XavierBecerra,90311772229,http://becerra.house.gov,http://becerra.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=2,becerra.house.gov,16,CA,31,3.79,97.56
B000410,82,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000410.json,Howard,L.,Berman,D,RepHowardBerman,,,,,,26,CA,28,4.91,97.25
B000420,1462,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000420.json,Marion,,Berry,D,,,,,,,12,AR,1,2.99,94.78
B000461,87,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000461.json,Brian,P.,Bilbray,R,BilbrayCA50,,,,,,4,CA,50,3.15,90.75
B000490,91,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000490.json,Sanford,D.,"Bishop Jr.",D,SanfordBishop,sanfordbishop,366739521606,http://bishop.house.gov,http://bishop.house.gov/rss.xml,bishop.house.gov,16,GA,2,4.27,96.49
B000574,99,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000574.json,Earl,,Blumenauer,D,blumenauermedia,,,http://blumenauer.house.gov,http://blumenauer.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,blumenauer.house.gov,14,OR,3,2.83,95.01
B000575,1464,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000575.json,Roy,,Blunt,R,RoyBlunt,SenatorBlunt,142473042477322,http://www.blunt.senate.gov/public/,http://www.blunt.senate.gov/public/?a=RSS.Feed,,12,MO,7,5.01,93.49
B000589,102,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000589.json,John,A.,Boehner,R,SpeakerBoehner,,,http://johnboehner.house.gov,http://boehner.house.gov/News/Rss.aspx,johnboehner.house.gov,18,OH,8,5.44,92.67
B000652,1466,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000652.json,Leonard,L.,Boswell,D,LeonardBoswell,,,,,,12,IA,3,5.01,95.51
B000657,113,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000657.json,Rick,,Boucher,D,,,,,,,26,VA,9,6.77,95.88
B000716,1467,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000716.json,Allen,,Boyd,D,,,,,,,12,FL,2,1.76,93.49
B000755,1468,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000755.json,Kevin,,Brady,R,RepKevinBrady,kevinbrady,9307301412,http://kevinbrady.house.gov,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,kevinbrady.house.gov,12,TX,8,6.45,91.56
B000911,132,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B000911.json,Corrine,,Brown,D,RepCorrineBrown,congresswomanbrown,179120958813519,http://corrinebrown.house.gov,http://corrinebrown.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,corrinebrown.house.gov,16,FL,3,13.55,96.61
B001149,154,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001149.json,Dan,,Burton,R,RepDanBurton,,,,,,26,IN,5,4.11,91.16
B001203,160,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001203.json,Steve,,Buyer,R,,,,,,,16,IN,4,13.12,90.55
B001227,1469,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001227.json,Robert,A.,Brady,D,RepBrady,RepRobertBrady,118845109487,http://www.brady.house.gov,http://brady.house.gov/rss.xml,www.brady.house.gov,12,PA,1,9.44,97.70
B001228,1465,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001228.json,Mary,,"Bono Mack",R,Rep_BonoMack,,,,,,12,CA,45,5.33,90.20
B001229,1557,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001229.json,Brian,,Baird,D,,,,,,,10,WA,3,5.49,94.47
B001230,1558,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001230.json,Tammy,,Baldwin,D,SenatorBaldwin,TammyBaldwin,7357041101,http://www.baldwin.senate.gov,,baldwin.senate.gov,10,WI,2,0.96,96.50
B001231,1576,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001231.json,Shelley,,Berkley,D,repberkley,,,,,,10,NV,1,3.89,95.95
B001232,1577,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001232.json,Judy,,Biggert,R,JudyBiggert,,,,,,10,IL,13,0.69,87.33
B001234,1614,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001234.json,Joe,,Baca,D,,,,,,,10,CA,43,3.09,97.25
B001235,1669,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001235.json,Henry,E.,"Brown Jr.",R,,,,,,,8,SC,1,2.83,91.88
B001236,1687,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001236.json,John,,Boozman,R,JohnBoozman,JohnBoozman,7686715735,http://www.boozman.senate.gov/public/,http://www.boozman.senate.gov/public/index.cfm/rss/feed,,8,AR,3,1.07,93.53
B001239,1745,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001239.json,J.,Gresham,Barrett,R,greshambarrett,,,,,,6,SC,3,2.08,89.43
B001242,1740,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001242.json,Timothy,H.,Bishop,D,timbishopny,RepTimBishop,7940339401,http://timbishop.house.gov,http://timbishop.house.gov/rss/latest-news.xml,timbishop.house.gov,6,NY,1,1.87,97.99
B001243,1748,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001243.json,Marsha,,Blackburn,R,MarshaBlackburn,marshablackburn,6470828395,http://blackburn.house.gov,http://blackburn.house.gov/news/rss.aspx,blackburn.house.gov,6,TN,7,3.25,90.96
B001244,1703,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001244.json,Jo,,Bonner,R,repjobonner,jobonner,49704847429,http://bonner.house.gov,http://bonner.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,bonner.house.gov,6,AL,1,5.92,93.31
B001245,1723,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001245.json,Madeleine,Z.,Bordallo,D,CandiceMiller,madeleine.bordallo,161729837225622,http://bordallo.house.gov/,http://bordallo.house.gov/rss.xml,bordallo.house.gov,6,GU,79,25.48,91.45
B001247,1713,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001247.json,Ginny,,Brown-Waite,R,,,,,,,6,FL,5,9.60,88.38
B001248,1751,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001248.json,Michael,C.,Burgess,R,michaelcburgess,michaelcburgess,6916472567,http://burgess.house.gov,http://burgess.house.gov/news/rss.aspx,burgess.house.gov,6,TX,26,4.48,90.28
B001250,1753,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001250.json,Rob,,Bishop,R,RepRobBishop,RepRobBishop,,http://robbishop.house.gov,http://robbishop.house.gov/news/rss.aspx,robbishop.house.gov,6,UT,1,9.92,91.89
B001251,1761,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001251.json,G.,K.,Butterfield,D,gkbutterfield,congressmangkbutterfield,274687979233940,http://butterfield.house.gov/,http://butterfield.house.gov/rss/press-releases.xml,butterfield.house.gov,6,NC,1,5.55,96.61
B001252,1780,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001252.json,John,,Barrow,D,repjohnbarrow,CongressmanJohnBarrow,285483767395,http://barrow.house.gov,http://barrow.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,barrow.house.gov,4,GA,12,1.39,83.34
B001253,1782,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001253.json,Melissa,,Bean,D,,,,,,,4,IL,8,4.37,89.57
B001254,1796,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001254.json,Dan,,Boren,D,,,,,,,4,OK,2,3.84,89.07
B001255,1787,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001255.json,Charles,,"Boustany Jr.",R,RepBoustany,RepBoustany,197407646951718,http://boustany.house.gov/,http://boustany.house.gov/common/rss/index.cfm?rss=82,boustany.house.gov,4,LA,7,1.81,90.77
B001256,1858,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001256.json,Michele,,Bachmann,R,MicheleBachmann,RepMicheleBachmann,7658849357,http://bachmann.house.gov,http://bachmann.house.gov/rss.xml,bachmann.house.gov,2,MN,6,1.76,91.53
B001257,1838,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001257.json,Gus,,Bilirakis,R,RepGusBilirakis,GusBilirakis,135445766485586,http://bilirakis.house.gov,http://bilirakis.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,bilirakis.house.gov,4,FL,9,0.96,91.44
B001258,1852,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001258.json,Nancy,E.,Boyda,D,,,,,,,2,KS,2,1.81,92.12
B001259,1845,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001259.json,Bruce,,Braley,D,brucebraley,repbrucebraley,178887452188843,http://braley.house.gov,http://braley.house.gov/rss.xml,braley.house.gov,2,IA,1,4.85,96.41
B001260,1840,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001260.json,Vern,,Buchanan,R,VernBuchanan,CongressmanBuchanan,67106719910,http://buchanan.house.gov,,buchanan.house.gov,2,FL,13,1.23,89.15
B001262,1882,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/B001262.json,Paul,,Broun,R,RepPaulBrounMD,RepPaulBroun,123908980957273,http://broun.house.gov,http://broun.house.gov/news/rss.aspx,broun.house.gov,2,GA,10,2.52,87.69
C000059,165,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000059.json,Ken,,Calvert,R,KenCalvert,70063393423,,http://calvert.house.gov,http://calvert.house.gov/news/rss.aspx,calvert.house.gov,16,CA,44,4.48,92.74
C000071,166,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000071.json,Dave,,Camp,R,RepDaveCamp,repdavecamp,6775033524,http://camp.house.gov,http://camp.house.gov/News/Rss.aspx,camp.house.gov,18,MI,4,1.76,93.97
C000116,1470,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000116.json,Christopher,B.,Cannon,R,,,,,,,12,UT,3,9.23,87.96
C000191,1473,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000191.json,Julia,M.,Carson,D,,,,,,,12,IN,7,30.90,96.26
C000243,183,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000243.json,Michael,N.,Castle,R,repmikecastle,,,,,,16,DE,1,0.43,80.08
C000266,186,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000266.json,Steven,J.,Chabot,R,RepSteveChabot,RepSteveChabot,204705339555378,http://chabot.house.gov,http://chabot.house.gov/common/rss/index.cfm?rss=49,chabot.house.gov,14,OH,1,0.75,90.11
C000380,1474,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000380.json,Donna,M.C.,Christensen,D,DelegateDonna,138013351189,138013351189,http://donnachristensen.house.gov,http://donnachristensen.house.gov/rss.xml,donnachristensen.house.gov,12,VI,79,12.10,94.44
C000537,208,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000537.json,James,E.,Clyburn,D,clyburn,jameseclyburn,127744320598870,http://clyburn.house.gov,http://clyburn.house.gov/rss.xml,clyburn.house.gov,16,SC,6,1.76,96.80
C000556,211,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000556.json,Howard,,Coble,R,HowardCoble,HowardCoble6,208742429162356,http://coble.house.gov/,http://coble.house.gov/News/Rss.aspx,coble.house.gov,24,NC,6,4.43,90.01
C000714,229,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000714.json,John,,"Conyers Jr.",D,repjohnconyers,CongressmanConyers,206947066849,http://conyers.house.gov/,http://conyers.house.gov/index.cfm/rss/feed,conyers.house.gov,44,MI,14,7.25,95.97
C000754,231,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000754.json,Jim,,Cooper,D,repjimcooper,JimCooper,,http://www.cooper.house.gov,http://www.cooper.house.gov/index.php?option=com_content&view=category&layout=blog&id=38&format=feed&type=rss,www.cooper.house.gov,6,TN,5,2.99,89.77
C000794,238,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000794.json,Jerry,F.,Costello,D,jerrycostello,,,,,,22,IL,12,4.53,94.36
C000868,247,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000868.json,Robert,E.,Cramer,D,,,,,,,18,AL,5,6.51,93.33
C000962,254,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000962.json,Barbara,L.,Cubin,R,,,,,,,14,WY,1,49.07,90.05
C000984,256,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C000984.json,Elijah,E.,Cummings,D,ElijahECummings,elijahcummings,291368465380,http://cummings.house.gov/,http://cummings.house.gov/rss.xml,cummings.house.gov,14,MD,7,3.68,97.90
C001036,1471,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001036.json,Lois,,Capps,D,RepLoisCapps,loiscapps,168989481141,http://capps.house.gov,http://capps.house.gov/rss.xml,capps.house.gov,12,CA,23,1.01,97.41
C001037,1564,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001037.json,Michael,E.,Capuano,D,,RepMichaelCapuano,151168844937573,http://www.house.gov/capuano,,www.house.gov/capuano/,10,MA,8,2.45,95.79
C001038,1604,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001038.json,Joseph,,Crowley,D,repjoecrowley,repjoecrowley,176197712425090,http://crowley.house.gov,http://crowley.house.gov/rss.xml,crowley.house.gov,10,NY,7,1.81,96.85
C001045,1643,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001045.json,Ander,,Crenshaw,R,AnderCrenshaw,200388204657,200388204657,http://crenshaw.house.gov,,crenshaw.house.gov,8,FL,4,8.32,93.37
C001046,1674,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001046.json,Eric,,Cantor,R,gopleader,,,http://cantor.house.gov,http://cantor.house.gov/rss.xml,cantor.house.gov,8,VA,7,5.12,91.29
C001047,1676,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001047.json,Shelley,Moore,Capito,R,RepShelley,8057864757,8057864757,http://capito.house.gov,http://capito.house.gov/common/rss//index.cfm?rss=85,capito.house.gov,8,WV,2,1.33,86.27
C001048,1670,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001048.json,John,,Culberson,R,congculberson,CongressmanCulberson,1751723339,http://culberson.house.gov,http://culberson.house.gov/feed/rss/,culberson.house.gov,8,TX,7,7.57,91.29
C001049,1654,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001049.json,William,Lacy,Clay,D,,109135405838588,109135405838588,http://lacyclay.house.gov/,http://lacyclay.house.gov/rss/press-releases.xml,lacyclay.house.gov,8,MO,1,4.53,95.98
C001050,1709,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001050.json,Dennis,,Cardoza,D,RepCardoza,,,,,,6,CA,18,4.11,96.16
C001051,1752,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001051.json,John,,Carter,R,JudgeCarter,judgecarter,1287257083,http://carter.house.gov,http://carter.house.gov/common/rss/?rss=40,carter.house.gov,6,TX,31,5.33,91.32
C001053,1742,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001053.json,Tom,,Cole,R,tomcoleok04,TomColeOK04,146497782066300,http://cole.house.gov,http://cole.house.gov/rss.xml,cole.house.gov,6,OK,4,3.20,93.22
C001058,1759,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001058.json,Ben,,Chandler,D,,,,,,,6,KY,6,1.71,94.30
C001059,1774,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001059.json,Jim,,Costa,D,repjimcosta,RepJimCosta,,http://costa.house.gov,http://costa.house.gov/index.php?format=feed&type=rss,costa.house.gov,4,CA,20,4.48,94.70
C001060,1789,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001060.json,Russ,,Carnahan,D,RepCarnahan,,,,,,4,MO,3,2.61,97.37
C001061,1790,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001061.json,Emanuel,,"Cleaver II",D,repcleaver,emanuelcleaverii,7954512692,http://cleaver.house.gov/,http://cleaver.house.gov/rss.xml,cleaver.house.gov,4,MO,5,2.83,97.09
C001062,1805,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001062.json,K.,Michael,Conaway,R,ConawayTX11,mike.conaway,203482063021985,http://conaway.house.gov,,conaway.house.gov,4,TX,11,4.53,90.17
C001063,1807,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001063.json,Henry,,Cuellar,D,RepCuellar,152569121550,152569121550,http://cuellar.house.gov,http://cuellar.house.gov/news/rss.aspx,cuellar.house.gov,4,TX,28,2.03,92.65
C001064,1816,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001064.json,John,,Campbell,R,RepJohnCampbell,JohnCampbell,60546090739,http://www.campbell.house.gov,http://www.campbell.house.gov/index.php?format=feed&type=rss,www.campbell.house.gov,4,CA,48,7.09,86.91
C001065,1876,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001065.json,Christopher,,Carney,D,,,,,,,2,PA,10,3.36,87.47
C001066,1839,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001066.json,Kathy,,Castor,D,,,,http://castor.house.gov,http://castor.house.gov/News/Rss.aspx,castor.house.gov,2,FL,11,4.05,97.00
C001067,1864,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001067.json,Yvette,D.,Clarke,D,YvetteClarke,repyvettedclarke,135031389892682,http://clarke.house.gov,http://clarke.house.gov/news/rss.aspx,clarke.house.gov,2,NY,11,9.23,96.30
C001068,1878,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001068.json,Steve,,Cohen,D,repcohen,CongressmanSteveCohen,111456965545421,http://cohen.house.gov,http://cohen.house.gov/rss.xml,cohen.house.gov,2,TN,9,1.39,96.65
C001069,1836,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001069.json,Joe,,Courtney,D,repjoecourtney,joecourtney,330408799230,http://courtney.house.gov,http://courtney.house.gov/index.php?format=feed&type=rss,courtney.house.gov,2,CT,2,0.59,97.32
C001072,1889,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001072.json,André,,Carson,D,RepAndreCarson,CongressmanAndreCarson,123884330964019,http://carson.house.gov,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,carson.house.gov,2,IN,7,5.44,98.46
C001073,1891,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001073.json,Donald,J.,"Cazayoux Jr.",D,,,,,,,2,LA,6,3.84,85.45
C001074,1893,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/C001074.json,Travis,W.,Childers,D,,,,,,,2,MS,1,0.56,82.58
D000096,1477,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000096.json,Danny,K.,Davis,D,,280757931935749,,http://www.davis.house.gov/,http://davis.house.gov/index2.php?option=ds-syndicate&version=1&feed_id=1,www.davis.house.gov,12,IL,7,5.12,96.74
D000136,274,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000136.json,Thomas,M.,Davis,R,,,,,,,14,VA,11,6.75,84.56
D000168,277,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000168.json,Nathan,,Deal,R,,,,,,,16,GA,9,4.69,89.54
D000191,279,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000191.json,Peter,A.,DeFazio,D,RepPeterDeFazio,RepPeterDeFazio,94324364811,http://www.defazio.house.gov,http://www.defazio.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,www.defazio.house.gov,22,OR,4,2.72,93.97
D000197,1479,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000197.json,Diana,,DeGette,D,RepDianaDeGette,DianaDeGette,110757973488,http://degette.house.gov/,http://degette.house.gov/index.php?option=com_content&view=category&id=76&Itemid=227&format=feed&type=rss,degette.house.gov,12,CO,1,5.17,97.69
D000210,1480,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000210.json,Bill,,Delahunt,D,,,,,,,12,MA,10,7.89,96.53
D000216,281,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000216.json,Rosa,,DeLauro,D,rosadelauro,CongresswomanRosaDeLauro,181302611907634,http://delauro.house.gov/,http://delauro.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,delauro.house.gov,18,CT,3,2.24,97.98
D000299,294,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000299.json,Lincoln,,Diaz-Balart,R,,,,,,,16,FL,21,3.63,86.50
D000327,297,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000327.json,Norman,D.,Dicks,D,RepNormDicks,,,,,,32,WA,6,5.17,97.08
D000355,299,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000355.json,John,D.,Dingell,D,john_dingell,johndingell,87490183861,http://dingell.house.gov/,http://dingell.house.gov/rss.xml,dingell.house.gov,54,MI,15,4.64,96.31
D000399,303,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000399.json,Lloyd,,Doggett,D,RepLloydDoggett,lloyddoggett,154050553704,http://doggett.house.gov,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&format=raw,doggett.house.gov,14,TX,25,3.79,96.67
D000429,307,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000429.json,John,T.,Doolittle,R,,,,,,,18,CA,4,6.83,89.07
