id,thomas_id,api_uri,first_name,middle_name,last_name,party,twitter_account,facebook_account,facebook_id,url,rss_url,domain,seniority,state,district,missed_votes_pct,votes_with_party_pct
D000482,316,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000482.json,Mike,,Doyle,D,USRepMikeDoyle,usrepmikedoyle,79663724861,http://doyle.house.gov,http://doyle.house.gov/rss.xml,doyle.house.gov,14,PA,14,8.00,97.10
D000492,317,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000492.json,David,,Dreier,R,,,,,,,28,CA,26,2.45,92.45
D000533,322,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000533.json,John,J.,"Duncan Jr.",R,,CongressmanDuncan,102385999834718,http://duncan.house.gov/,http://duncan.house.gov/rss.xml,duncan.house.gov,22,TN,2,0.69,86.41
D000597,1672,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000597.json,"Jo Ann",S.,Davis,R,,,,,,,8,VA,1,85.87,93.28
D000598,1641,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000598.json,Susan,A.,Davis,D,,RepSusanDavis,103767526332478,http://www.house.gov/susandavis,,house.gov/susandavis,8,CA,53,1.17,97.52
D000599,1747,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000599.json,Lincoln,,Davis,D,,,,,,,6,TN,4,3.95,92.12
D000600,1717,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000600.json,Mario,,Diaz-Balart,R,MarioDB,mdiazbalart,119538428117878,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/rss.xml,mariodiazbalart.house.gov,6,FL,25,2.67,87.18
D000602,1705,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000602.json,Artur,,Davis,D,ArturDavis,,,,,,6,AL,7,1.71,96.15
D000603,1784,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000603.json,Geoff,,Davis,R,RepGeoffDavis,,,,,,4,KY,4,4.32,92.47
D000604,1799,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000604.json,Charlie,,Dent,R,,CongressmanDent,69862092533,http://dent.house.gov,http://dent.house.gov/?a=RSS.Feed,dent.house.gov,4,PA,15,0.27,83.69
D000605,1808,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000605.json,Thelma,D.,Drake,R,,,,,,,4,VA,2,1.28,94.81
D000606,1877,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000606.json,David,,Davis,R,,,,,,,2,TN,1,1.76,92.73
D000607,1850,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/D000607.json,Joe,,Donnelly,D,SenDonnelly,senatordonnelly,168059529893610,http://www.donnelly.senate.gov,,www.donnelly.senate.gov,2,IN,2,0.37,85.76
E000063,335,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000063.json,Chet,,Edwards,D,,,,,,,18,TX,17,4.21,95.21
E000092,339,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000092.json,Vernon,J.,Ehlers,R,,,,,,,16,MI,3,2.40,83.77
E000172,1481,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000172.json,"Jo Ann",,Emerson,R,,,,,,,14,MO,8,2.56,85.33
E000179,344,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000179.json,Eliot,L.,Engel,D,RepEliotEngel,RepEliotLEngel,103355984852,http://engel.house.gov/,http://engel.house.gov/rss/latest-news1.xml,engel.house.gov,20,NY,17,13.17,97.48
E000187,347,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000187.json,Phil,,English,R,,,,,,,14,PA,3,2.93,85.38
E000215,355,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000215.json,Anna,G.,Eshoo,D,RepAnnaEshoo,RepAnnaEshoo,174979964227,http://eshoo.house.gov,http://eshoo.house.gov/index.php?format=feed&type=rss,eshoo.house.gov,16,CA,14,1.87,97.66
E000226,1482,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000226.json,Bob,,Etheridge,D,,,,,,,12,NC,2,0.75,96.51
E000268,364,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000268.json,Terry,,Everett,R,,,,,,,16,AL,2,7.84,91.44
E000287,1725,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000287.json,Rahm,,Emanuel,D,,,,,,,6,IL,5,3.57,97.68
E000288,1857,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000288.json,Keith,,Ellison,D,keithellison,Keith.Ellison,7997462059,http://ellison.house.gov,http://ellison.house.gov/index.php?format=feed&type=rss,ellison.house.gov,2,MN,5,4.48,95.87
E000289,1851,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000289.json,Brad,,Ellsworth,D,,,,,,,2,IN,8,0.43,87.09
E000290,1894,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/E000290.json,Donna,,Edwards,D,repdonnaedwards,107297211756,107297211756,http://donnaedwards.house.gov/,http://donnaedwards.house.gov/common/rss/?rss=24,donnaedwards.house.gov,2,MD,4,1.14,96.92
F000010,367,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000010.json,Eni,"F. H.",Faleomavaega,D,,,,http://www.house.gov/faleomavaega,,house.gov/faleomavaega,20,AS,79,49.47,94.54
F000030,368,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000030.json,Sam,,Farr,D,RepSamFarr,RepSamFarr,7018136294,http://www.farr.house.gov/,http://www.farr.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&format=raw,www.farr.house.gov,16,CA,17,2.45,97.10
F000043,371,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000043.json,Chaka,,Fattah,D,chakafattah,repfattah,165961823475034,http://fattah.house.gov/,http://fattah.house.gov/common/rss//index.cfm?rss=34,fattah.house.gov,14,PA,2,10.29,97.50
F000116,381,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000116.json,Bob,,Filner,D,CongBobFilner,,,,,,16,CA,51,3.31,95.09
F000339,407,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000339.json,Barney,,Frank,D,,,,,,,28,MA,4,4.00,96.78
F000372,414,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000372.json,Rodney,,Frelinghuysen,R,,,,http://frelinghuysen.house.gov,http://frelinghuysen.house.gov/rss/top-news.xml,frelinghuysen.house.gov,14,NJ,11,1.01,86.26
F000440,1484,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000440.json,Vito,J.,Fossella,R,,,,,,,12,NY,13,8.11,87.46
F000443,1659,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000443.json,Michael,,Ferguson,R,,,,,,,8,NJ,7,7.95,81.34
F000444,1633,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000444.json,Jeff,,Flake,R,jeffflake,senatorjeffflake,,http://www.flake.senate.gov,,flake.senate.gov,8,AZ,6,3.04,82.07
F000445,1683,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000445.json,J.,Randy,Forbes,R,Randy_Forbes,randyforbes,356330225020,http://forbes.house.gov/,http://forbes.house.gov/news/rss.aspx,www.house.gov,8,VA,4,4.64,93.74
F000447,1716,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000447.json,Tom,C.,Feeney,R,,,,,,,6,FL,24,7.63,90.18
F000448,1707,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000448.json,Trent,,Franks,R,RepTrentFranks,TrentFranks,209486545087,http://franks.house.gov/,http://franks.house.gov/rss.xml,franks.house.gov,6,AZ,2,1.44,88.31
F000449,1793,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000449.json,Jeff,,Fortenberry,R,JeffFortenberry,jefffortenberry,48426842354,http://fortenberry.house.gov,http://fortenberry.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=1&format=raw,fortenberry.house.gov,4,NE,1,3.36,86.37
F000450,1791,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000450.json,Virginia,,Foxx,R,virginiafoxx,RepVirginiaFoxx,,http://foxx.house.gov,http://foxx.house.gov/common/rss/?rss=55,foxx.house.gov,2,NC,5,0.16,89.21
F000452,1800,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000452.json,Luis,G.,Fortuno,R,,,,,,,2,PR,80,35.24,76.07
F000453,1872,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000453.json,Mary,,Fallin,R,RepMaryFallin,,,,,,2,OK,5,1.17,94.60
F000454,1888,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000454.json,Bill,,Foster,D,RepBillFoster,CongressmanBillFoster,102918290599,http://foster.house.gov,http://foster.house.gov/rss.xml,foster.house.gov,2,IL,14,1.05,94.54
F000455,1895,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/F000455.json,Marcia,L.,Fudge,D,RepMarciaFudge,RepMarciaLFudge,279006440801,http://fudge.house.gov,http://fudge.house.gov/common/rss//index.cfm?rss=25,fudge.house.gov,2,OH,11,0.00,100.00
G000021,425,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000021.json,Elton,,Gallegly,R,eltongallegly24,,,,,,22,CA,24,5.07,93.37
G000180,438,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000180.json,Wayne,T.,Gilchrest,R,,,,,,,18,MD,1,13.71,73.36
G000210,439,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000210.json,Paul,E.,Gillmor,R,,,,,,,20,OH,5,1.41,82.92
G000280,1486,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000280.json,Virgil,H.,Goode,R,,,,,,,12,VA,5,2.67,89.64
G000289,446,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000289.json,Robert,W.,Goodlatte,R,RepGoodlatte,BobGoodlatte,6459789414,http://goodlatte.house.gov/,http://goodlatte.house.gov/press_releases.rss,goodlatte.house.gov,16,VA,6,0.53,92.49
G000309,448,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000309.json,Bart,,Gordon,D,,,,,,,24,TN,6,4.75,92.50
G000377,1487,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000377.json,Kay,,Granger,R,RepKayGranger,RepKayGranger,49640749719,http://kaygranger.house.gov,http://kaygranger.house.gov/rss.xml,kaygranger.house.gov,12,TX,12,6.45,93.27
G000410,462,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000410.json,Gene,,Green,D,RepGeneGreen,RepGeneGreen,128735131872,http://green.house.gov,http://green.house.gov/rss.xml,green.house.gov,16,TX,29,3.73,94.46
G000535,478,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000535.json,Luis,V.,Gutierrez,D,LuisGutierrez,RepGutierrez,91052833204,http://gutierrez.house.gov,http://gutierrez.house.gov/rss.xml,gutierrez.house.gov,16,IL,4,14.88,96.30
G000544,1555,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000544.json,Charlie,,Gonzalez,D,TX20CharlieG,,,,,,10,TX,20,2.67,96.55
G000546,1656,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000546.json,Sam,,Graves,R,,118514606128,118514606128,http://graves.house.gov,http://graves.house.gov/common/rss/index.cfm?rss=25,graves.house.gov,8,MO,6,4.16,90.54
G000548,1737,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000548.json,Scott,,Garrett,R,repgarrett,repscottgarrett,6756553401,http://garrett.house.gov,http://garrett.house.gov/rss.xml,garrett.house.gov,6,NJ,5,1.60,89.11
G000549,1743,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000549.json,Jim,,Gerlach,R,JimGerlach,RepJimGerlach,123113211050305,http://gerlach.house.gov,http://gerlach.house.gov/news/rss.aspx,gerlach.house.gov,6,PA,6,3.41,82.44
G000550,1720,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000550.json,Phil,,Gingrey,R,RepPhilGingrey,RepPhilGingrey,6934467868,http://gingrey.house.gov/,http://gingrey.house.gov/news/rss.aspx,gingrey.house.gov,6,GA,11,2.99,89.99
G000551,1708,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000551.json,Raúl,M.,Grijalva,D,repraulgrijalva,Rep.Grijalva,73539896233,http://grijalva.house.gov,http://grijalva.house.gov/common/rss/?rss=13,grijalva.house.gov,6,AZ,7,4.91,96.52
G000552,1801,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000552.json,Louie,,Gohmert,R,replouiegohmert,50375006903,50375006903,http://gohmert.house.gov,http://gohmert.house.gov/news/rss.aspx,gohmert.house.gov,4,TX,1,6.08,89.84
G000553,1803,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000553.json,Al,,Green,D,RepAlGreen,repalgreen,136237609724391,http://algreen.house.gov/,http://algreen.house.gov/rss.xml,algreen.house.gov,4,TX,9,2.03,97.50
G000554,1831,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000554.json,Gabrielle,,Giffords,D,,,,,,,2,AZ,8,2.88,90.94
G000555,1866,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/G000555.json,Kirsten,,Gillibrand,D,,,,http://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/rss/feeds/index.cfm,www.gillibrand.senate.gov,2,NY,20,5.92,93.03
H000067,484,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000067.json,Ralph,M.,Hall,R,RalphHallPress,6311458773,6311458773,http://ralphhall.house.gov/,http://ralphhall.house.gov/common/rss/?rss=26,ralphhall.house.gov,28,TX,4,2.40,91.86
H000213,502,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000213.json,Jane,,Harman,D,,,,,,,14,CA,36,6.56,95.89
H000323,510,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000323.json,"J. Dennis",,Hastert,R,,,,,,,22,IL,14,26.20,88.77
H000324,511,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000324.json,Alcee,L.,Hastings,D,,95696782238,95696782238,http://www.alceehastings.house.gov,http://alceehastings.house.gov/news/rss.aspx,www.alceehastings.house.gov,16,FL,23,6.08,96.88
H000329,512,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000329.json,Doc,,Hastings,R,DocHastings,RepDocHastings,7507129675,http://hastings.house.gov,http://hastings.house.gov/news/rss.aspx,hastings.house.gov,14,WA,4,3.63,93.25
H000528,533,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000528.json,Wally,,Herger,R,,,,,,,22,CA,2,4.53,91.90
H000627,541,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000627.json,Maurice,D.,Hinchey,D,mauricehinchey,,,,,,16,NY,22,4.00,95.67
H000636,1490,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000636.json,Rubén,,Hinojosa,D,USRepRHinojosa,CongressmanRubenHinojosa,402891225161,http://hinojosa.house.gov/,http://hinojosa.house.gov/rss.xml,hinojosa.house.gov,12,TX,15,11.79,96.92
H000666,545,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000666.json,David,Lee,Hobson,R,,,,,,,18,OH,7,3.79,88.30
H000676,547,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000676.json,Peter,,Hoekstra,R,petehoekstra,,,,,,16,MI,2,2.56,91.46
H000712,550,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000712.json,Tim,,Holden,D,RepTimHolden,,,,,,16,PA,17,3.63,94.74
H000762,1491,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000762.json,Darlene,,Hooley,D,,,,,,,12,OR,5,9.23,96.83
H000874,566,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000874.json,Steny,H.,Hoyer,D,WhipHoyer,WhipHoyer,282861997886,http://hoyer.house.gov,http://hoyer.house.gov/index.php?format=feed&type=rss,hoyer.house.gov,28,MD,5,1.12,97.20
H000948,1492,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000948.json,Kenny,C.,Hulshof,R,,,,,,,12,MO,9,18.08,91.21
H000981,575,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H000981.json,Duncan,L.,Hunter,R,,,,,,,28,CA,52,24.27,91.48
H001029,1600,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001029.json,Robin,C.,Hayes,R,,,,,,,10,NC,8,4.05,89.88
H001030,1578,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001030.json,Baron,P.,Hill,D,,,,,,,2,IN,9,2.13,85.99
H001032,1580,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001032.json,Rush,,Holt,D,,,,http://holt.house.gov,http://holt.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,holt.house.gov,10,NJ,12,1.49,96.21
H001034,1634,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001034.json,Michael,M.,Honda,D,RepMikeHonda,RepMikeHonda,15675385380,http://honda.house.gov/,http://honda.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1,honda.house.gov,8,CA,15,6.45,96.41
H001036,1749,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001036.json,Jeb,,Hensarling,R,RepHensarling,RepHensarling,7875604788,http://hensarling.house.gov/,http://hensarling.house.gov/atom.xml,hensarling.house.gov,6,TX,5,1.71,88.55
H001037,1760,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001037.json,Stephanie,,"Herseth Sandlin",D,,,,,,,6,SD,1,1.12,92.61
H001038,1794,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001038.json,Brian,,Higgins,D,RepBrianHiggins,RepBrianHiggins,88144056440,http://higgins.house.gov/,http://higgins.house.gov/rss.xml,higgins.house.gov,2,NY,27,7.15,97.42
H001039,1865,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001039.json,John,,Hall,D,,,,,,,2,NY,19,1.12,96.55
H001040,1849,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001040.json,Phil,,Hare,D,,,,,,,2,IL,17,1.55,97.07
H001041,1863,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001041.json,Dean,,Heller,R,SenDeanHeller,SenDeanHeller,325751330177,http://www.heller.senate.gov,http://heller.senate.gov/public/index.cfm/rss/feed,www.heller.senate.gov,2,NV,2,1.60,90.68
H001042,1844,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001042.json,Mazie,K.,Hirono,D,maziehirono,,,http://www.hirono.senate.gov,,hirono.senate.gov,2,HI,2,1.44,97.02
H001043,1862,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/H001043.json,Paul,W.,Hodes,D,PaulHodes,,,,,,2,NH,2,1.55,96.91
I000023,582,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000023.json,Bob,,Inglis,R,bobinglis,,,,,,10,SC,4,1.07,89.22
I000026,584,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000026.json,Jay,,Inslee,D,JayInslee,,,,,,10,WA,1,2.45,96.88
I000056,1640,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000056.json,Darrell,,Issa,R,DarrellIssa,darrellissa,19463427992,http://issa.house.gov/,http://issa.house.gov/feed/,issa.house.gov,8,CA,49,4.21,91.87
I000057,1663,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/I000057.json,Steve,,Israel,D,RepSteveIsrael,RepSteveIsrael,,http://israel.house.gov,http://israel.house.gov/index.php?option=com_bca-rss-syndicator&feed_id=1&Itemid=10,israel.house.gov,8,NY,2,2.93,97.42
J000032,588,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000032.json,Sheila,,Jackson-Lee,D,JacksonLeeTX18,169479190984,169479190984,http://jacksonlee.house.gov,http://jacksonlee.house.gov/news/rss.aspx,jacksonlee.house.gov,14,TX,18,5.23,96.40
J000070,592,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000070.json,William,J.,Jefferson,D,,,,,,,18,LA,2,10.19,96.79
J000126,599,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000126.json,Eddie,Bernice,Johnson,D,RepEBJ,CongresswomanEBJtx30,84096022067,http://ebjohnson.house.gov/,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,ebjohnson.house.gov,16,TX,30,13.76,96.23
J000174,603,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000174.json,Sam,,Johnson,R,SamsPressShop,RepSamJohnson,52454091867,http://samjohnson.house.gov,http://samjohnson.house.gov/news/rss.aspx,samjohnson.house.gov,18,TX,3,10.67,90.51
J000255,612,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000255.json,Walter,B.,Jones,R,RepWalterJones,15083070102,15083070102,http://jones.house.gov,http://jones.house.gov/rss.xml,jones.house.gov,14,NC,3,4.05,79.60
J000283,587,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000283.json,Jesse,L.,"Jackson Jr.",D,RepJJJr,,,,,,14,IL,2,0.00,96.91
J000284,1581,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000284.json,Stephanie,Tubbs,Jones,D,,,,,,,10,OH,11,13.98,96.02
J000285,1648,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000285.json,Timothy,V.,Johnson,R,RepTimJohnson,,,,,,8,IL,15,9.65,77.15
J000287,1785,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000287.json,Bobby,,Jindal,R,,,,,,,4,LA,1,33.56,81.47
J000288,1843,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000288.json,Hank,,Johnson,D,RepHankJohnson,115356957005,115356957005,http://hankjohnson.house.gov,http://hankjohnson.house.gov/rss.xml,hankjohnson.house.gov,2,GA,4,3.79,97.12
J000289,1868,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/J000289.json,Jim,,Jordan,R,Jim_Jordan,repjimjordan,35499336459,http://jordan.house.gov,http://jordan.house.gov/news/rss.aspx,jordan.house.gov,2,OH,4,1.17,89.85
K000008,615,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000008.json,Paul,E.,Kanjorski,D,,,,,,,24,PA,11,4.48,95.09
K000009,616,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000009.json,Marcy,,Kaptur,D,RepMarcyKaptur,RepresentativeMarcyKaptur,173753129419169,http://www.kaptur.house.gov,http://kaptur.house.gov/index.php?option=com_ninjarsssyndicator&feed_id=2&format=raw,www.kaptur.house.gov,26,OH,9,3.68,95.63
K000113,627,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000113.json,Patrick,J.,Kennedy,D,,,,,,,14,RI,1,5.23,97.81
K000172,631,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000172.json,Dale,E.,Kildee,D,dalekildee,,,,,,32,MI,5,0.05,97.17
K000180,1497,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000180.json,Carolyn,Cheeks,Kilpatrick,D,RepKilpatrick,,,,,,12,MI,13,5.44,97.01
K000188,1498,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000188.json,Ron,,Kind,D,repronkind,repronkind,89152017954,http://kind.house.gov,http://kind.house.gov/common/rss/?rss=52,kind.house.gov,12,WI,3,3.09,95.71
K000210,635,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000210.json,Peter,T.,King,R,RepPeteKing,,,http://peteking.house.gov,http://www.house.gov/apps/list/hearing/ny02_king/RSS.xml,peteking.house.gov,16,NY,3,3.04,86.96
K000220,636,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000220.json,Jack,,Kingston,R,JackKingston,JackKingston,6914617307,http://kingston.house.gov,http://kingston.house.gov/News/Rss.aspx,kingston.house.gov,16,GA,1,3.89,87.85
K000288,642,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000288.json,Joseph,K.,Knollenberg,R,,,,,,,16,MI,9,2.72,90.41
K000336,1499,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000336.json,Dennis,J.,Kucinich,D,RepKucinich,,,,,,12,OH,10,8.05,89.79
K000360,1647,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000360.json,Mark,Steven,Kirk,R,senatorkirk,SenatorKirk,116381528428230,http://www.kirk.senate.gov/,http://www.kirk.senate.gov/rss/,,8,IL,10,3.31,80.03
K000361,1644,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000361.json,Ric,,Keller,R,,,,,,,8,FL,8,4.11,91.32
K000362,1724,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000362.json,Steve,,King,R,stevekingia,stevekingia,134325379926458,http://steveking.house.gov,http://steveking.house.gov/index.php?format=feed&type=rss,steveking.house.gov,6,IA,5,2.08,89.49
K000363,1733,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000363.json,John,,Kline,R,repjohnkline,,,http://kline.house.gov,http://kline.house.gov/common/rss/?rss=47,kline.house.gov,6,MN,2,0.96,91.98
K000364,1795,http://api.nytimes.com/svc/politics/v3/us/legislative/congress/members/K000364.json,John,R.,Kuhl,R,,,,,,,2,NY,29,1.60,86.12
